"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000113721",880.569135752082,1.24834695843559,0.256034751585261,4.87569343890367,1.0842688489814e-06,5.57430915443209e-05,"PDGFRB"
"ENSG00000181104",405.64237197859,1.08383554980648,0.222313344330709,4.87526087590219,1.08664754710611e-06,5.57430915443209e-05,"F2R"
"ENSG00000196950",247.621208528834,1.11945415942156,0.22972910883074,4.87293127596793,1.09954480372189e-06,5.61639440291358e-05,"SLC39A10"
"ENSG00000186047",12.3438383979667,1.48460867546161,0.304798414240387,4.87078871181637,1.11153653038564e-06,5.65466083909343e-05,"DLEU7"
"ENSG00000172689",3.77247575931832,-3.50448045869028,0.720727806459781,-4.86241883174219,1.15959934714712e-06,5.88725074609177e-05,"MS4A10"
"ENSG00000268027",12.4691949743402,-1.52259359994634,0.313293470502258,-4.85995956923514,1.17409728174826e-06,5.94883846524507e-05,NA
"ENSG00000117281",13.6301634765067,-1.98566933257056,0.408945755079463,-4.85558123028988,1.20034135133507e-06,6.06957313891381e-05,"CD160"
"ENSG00000118514",161.044304924368,-3.80533904080838,0.783930781440016,-4.85417734690592,1.20887516924588e-06,6.09116656764348e-05,"ALDH8A1"
"ENSG00000176533",84.2131130388794,-1.69922463748726,0.350067855971864,-4.85398647290779,1.21003993719427e-06,6.09116656764348e-05,"GNG7"
"ENSG00000138207",1847.02484282082,-3.4532646872838,0.711472794593402,-4.85368479796518,1.21188304636574e-06,6.09116656764348e-05,"RBP4"
"ENSG00000232803",34.8110042630291,2.06980494574925,0.426491709709478,4.85309537941354,1.21549194674416e-06,6.09711139992563e-05,"SLCO4A1-AS1"
"ENSG00000196793",54.0922701862382,1.30012472524889,0.267998433255921,4.85124002201667,1.22691957649143e-06,6.11780076920755e-05,"ZNF239"
"ENSG00000080293",9.29460502453798,-1.96778076712593,0.405988086850205,-4.84689287903161,1.25410098029673e-06,6.20409679839311e-05,"SCTR"
"ENSG00000104371",2.59281720768994,3.79995721407087,0.784180024645366,4.84577149971315,1.26120607436074e-06,6.22698818364632e-05,"DKK4"
"ENSG00000182240",799.270446262969,1.2200211310342,0.25187573023478,4.84374230854632,1.27416164167677e-06,6.24781015688042e-05,"BACE2"
"ENSG00000087303",211.732143577059,1.25030014615773,0.258138882225639,4.84351731663904,1.27560598320357e-06,6.24781015688042e-05,"NID2"
"ENSG00000166670",12.011575077631,3.47328106243773,0.717663211580882,4.83970894200738,1.30029420827522e-06,6.33360160214225e-05,"MMP10"
"ENSG00000223749",19.3564024330475,2.65227708278984,0.548059360906684,4.83939746673067,1.3023335893652e-06,6.33360160214225e-05,NA
"ENSG00000188822",8.09451494567238,-2.00523564819069,0.414526218630294,-4.83741572442999,1.3153812660748e-06,6.37410785784261e-05,"CNR2"
"ENSG00000083635",96.3703744796191,1.06981645315296,0.221203467334954,4.83634576818368,1.32247796937947e-06,6.37805139492261e-05,"NUFIP1"
"ENSG00000163220",162.44409171743,1.91353610360119,0.395664952060563,4.83625373851231,1.32309009198669e-06,6.37805139492261e-05,"S100A9"
"ENSG00000071539",116.948239550215,1.64342316441038,0.339913726573047,4.83482435669513,1.33263248434586e-06,6.40351567191127e-05,"TRIP13"
"ENSG00000026508",1802.67989082755,1.10052449665719,0.22765419742192,4.83419374261546,1.33686340448216e-06,6.41158668283229e-05,"CD44"
"ENSG00000241186",82.5082172480704,1.94606678624246,0.402640625539993,4.83325989182669,1.34315254197435e-06,6.42947933949666e-05,"CRIPTO"
"ENSG00000164171",737.141877509399,1.31122376129626,0.271398789018449,4.83135450249606,1.35607300742462e-06,6.46669274185735e-05,"ITGA2"
"ENSG00000256694",2.70172779220169,2.97882853930091,0.616736118894489,4.82998878781498,1.36540738909456e-06,6.49887369229836e-05,NA
"ENSG00000196923",420.610452351949,1.58909391225125,0.329159370423891,4.82773408578591,1.38095318700274e-06,6.56044131239432e-05,"PDLIM7"
"ENSG00000113739",163.394151380111,2.40942826451936,0.499251656967569,4.82607965520658,1.39246833826213e-06,6.58256696532614e-05,"STC2"
"ENSG00000139618",101.908990979072,1.41704898110849,0.293646060935069,4.8257040349737,1.3950955592296e-06,6.58256696532614e-05,"BRCA2"
"ENSG00000009724",126.579732469034,-2.7727350130529,0.574593137698923,-4.82556235209646,1.39608777705576e-06,6.58256696532614e-05,"MASP2"
"ENSG00000282608",25.8876902883103,-1.32875459553487,0.275818203602763,-4.81750144906518,1.45367035706711e-06,6.8412340343546e-05,"ADORA3"
"ENSG00000180096",101.415461609927,-1.17574349768307,0.244108909036288,-4.81647106746232,1.4611934030225e-06,6.8637853105343e-05,"SEPTIN1"
"ENSG00000236452",4.38618188941521,4.01397525380606,0.833609329702087,4.81517553941072,1.47070547842281e-06,6.89557824220964e-05,NA
"ENSG00000172594",682.712968975154,-1.67821144543858,0.348895451534369,-4.81006971589387,1.50877662751677e-06,7.06090603838436e-05,"SMPDL3A"
"ENSG00000162817",799.953478523891,-1.53252040660036,0.318682106494812,-4.80893145666874,1.51739221064473e-06,7.07487637211739e-05,"C1orf115"
"ENSG00000149124",92.3696290751409,-6.03591031368326,1.25533010282956,-4.80822558152482,1.52275878117929e-06,7.08675017218829e-05,"GLYAT"
"ENSG00000172349",170.991534757065,-1.27503602851192,0.265231259886351,-4.80726151607569,1.5301177877941e-06,7.09907666881207e-05,"IL16"
"ENSG00000122034",896.552326427204,1.53265122706052,0.3188281627929,4.80713878483839,1.53105708268519e-06,7.09907666881207e-05,"GTF3A"
"ENSG00000276043",128.621093162599,1.36315402248344,0.283617720284511,4.80630766341395,1.5374324798439e-06,7.11484454723721e-05,"UHRF1"
"ENSG00000135116",3.66812778813888,-2.77138194606549,0.576780889899974,-4.80491291337012,1.54818877407785e-06,7.13178472902823e-05,"HRK"
"ENSG00000075618",264.391661035414,1.57266369853197,0.327314477692365,4.8047483558307,1.54946260079162e-06,7.13178472902823e-05,"FSCN1"
"ENSG00000246898",33.3451970236972,1.42286437875974,0.296315829075474,4.80185072528583,1.57205869431344e-06,7.19624900670148e-05,NA
"ENSG00000239672",113.088373855062,1.15839747566703,0.241693830632969,4.79283013816828,1.64444851249862e-06,7.43827832381264e-05,"NME1"
"ENSG00000179241",84.2943878053662,1.38427227100074,0.288830301474457,4.79268367596522,1.64564989377256e-06,7.43827832381264e-05,"LDLRAD3"
"ENSG00000204956",8.80076171244788,1.96955010968664,0.411340478508364,4.78812616941755,1.68345802543151e-06,7.57036180554421e-05,"PCDHGA1"
"ENSG00000229960",4.57125534808754,2.8813742815175,0.601781688774153,4.78807237785342,1.68390921543083e-06,7.57036180554421e-05,NA
"ENSG00000182747",60.9661671255466,3.47137596197409,0.725357960551435,4.78574186920767,1.70356891447586e-06,7.64506971244515e-05,"SLC35D3"
"ENSG00000186431",5.67329784639935,3.47657053871147,0.727052761693857,4.78173073796172,1.73792367756991e-06,7.75768382611181e-05,"FCAR"
"ENSG00000145040",2.54413613737237,3.08520762846984,0.645635892325601,4.77855655973032,1.76558099949443e-06,7.85324178730877e-05,"UCN2"
"ENSG00000171551",5.06913276624608,3.69879428477398,0.774302849266595,4.77693487538811,1.77987385579075e-06,7.90282859891825e-05,"ECEL1"
"ENSG00000211689",5.7681910649706,-1.73405957939836,0.36323087712029,-4.77398725886429,1.80613813426573e-06,7.99068755984989e-05,"TRGC1"
"ENSG00000100625",4.07248296171635,2.15658736425699,0.451838144164665,4.77292010891194,1.81573831285938e-06,7.99068755984989e-05,"SIX4"
"ENSG00000171017",6.77325712299226,1.93429482761321,0.4053087965628,4.77239784583236,1.82045449102772e-06,7.99068755984989e-05,"LRRC8E"
"ENSG00000165732",1395.98150443194,1.10980317190443,0.232554127823044,4.77223596198173,1.82191873454856e-06,7.99068755984989e-05,"DDX21"
"ENSG00000146039",310.897699411947,-2.20182323945493,0.461542262504453,-4.77057773107763,1.83698278838567e-06,8.04272028831365e-05,"SLC17A4"
"ENSG00000078114",553.770798517799,1.4424961741884,0.302446684028369,4.76942301028205,1.84754335807884e-06,8.07488906641378e-05,"NEBL"
"ENSG00000262188",8.10310055588788,2.36642962958146,0.496457420121257,4.76663160559364,1.8733138212725e-06,8.13451526396034e-05,"LINC01978"
"ENSG00000159259",85.2580990852709,1.10456314832969,0.23173102105853,4.76657438129832,1.87384571606498e-06,8.13451526396034e-05,"CHAF1B"
"ENSG00000116882",101.133396869877,-5.13041842580771,1.07755182346748,-4.7611802180413,1.92464079784569e-06,8.32498242524269e-05,"HAO2"
"ENSG00000177464",36.0978008585002,1.5141808607779,0.318431451617226,4.7551234436416,1.98325196479379e-06,8.54907463588897e-05,"GPR4"
"ENSG00000073734",175.889413652739,-3.19403245116772,0.671898415090341,-4.75374309483713,1.99684747068262e-06,8.57706448622053e-05,"ABCB11"
"ENSG00000124225",1210.85649478244,1.69298056199502,0.356156824841487,4.75346938177727,1.99955397583289e-06,8.57706448622053e-05,"PMEPA1"
"ENSG00000260604",6.23077330151621,3.65132226251807,0.768396177413616,4.75187457960586,2.01539377509005e-06,8.61375186424966e-05,"TGILR"
"ENSG00000151012",82.6391701142249,1.77972216897754,0.374656159127792,4.75028135963591,2.03133817487596e-06,8.66715783918636e-05,"SLC7A11"
"ENSG00000273079",66.0143418512124,1.82861013366995,0.385364801726017,4.74514051485699,2.08361644363435e-06,8.84516298057007e-05,"GRIN2B"
"ENSG00000154822",181.651330533195,-1.47046186750754,0.310218348217716,-4.74008670330339,2.13626784615204e-06,9.02294911624316e-05,"PLCL2"
"ENSG00000122971",834.792557612252,-1.25815872230391,0.26545967712677,-4.73954739914444,2.14196126580446e-06,9.03181687431741e-05,"ACADS"
"ENSG00000273604",73.9197636055208,2.05094086260437,0.432846130612758,4.73826775279464,2.15552882938355e-06,9.05498649491269e-05,"EPOP"
"ENSG00000250056",73.1912608637169,-3.9270747109206,0.828832843780314,-4.73807805806678,2.15754709553543e-06,9.05498649491269e-05,"LINC01018"
"ENSG00000123989",787.840446685354,1.14576889943767,0.241824892479416,4.73801058150042,2.15826545320628e-06,9.05498649491269e-05,"CHPF"
"ENSG00000137745",2.58085131708677,4.12937512648488,0.872422650212973,4.73322778297518,2.20977261944348e-06,9.21937868683064e-05,"MMP13"
"ENSG00000132000",30.6744762715594,1.69271246741304,0.357821765578263,4.7306023004987,2.23854684520871e-06,9.28332025857096e-05,"PODNL1"
"ENSG00000285278",2.4297787092771,2.49258828784014,0.527741665984391,4.7231220282574,2.3225139566539e-06,9.55900161699212e-05,"TFAP2A-AS2"
"ENSG00000234663",5.29438246654144,-1.69370136417594,0.358633238404444,-4.72265585786529,2.32784568445314e-06,9.55900161699212e-05,NA
"ENSG00000118473",26.220551621845,1.24416427478134,0.263689607322418,4.71829090048314,2.37834248935502e-06,9.68721638573437e-05,"SGIP1"
"ENSG00000101188",11.0713782353423,2.97152820212921,0.629982870993277,4.71683967763137,2.39536295513388e-06,9.74075508502742e-05,"NTSR1"
"ENSG00000101255",345.199894351418,1.90740736555119,0.404697651233667,4.71316638418018,2.43896887896487e-06,9.90205604156159e-05,"TRIB3"
"ENSG00000147614",22.4612416916066,-1.77134783838682,0.376132994595976,-4.70936573987486,2.48488832165198e-06,0.00010072214259909,"ATP6V0D2"
"ENSG00000228278",332.01137251005,-4.77023394966794,1.013752170525,-4.70552279774407,2.53216204961877e-06,0.000102308303004774,"ORM2"
"ENSG00000271503",282.769615004961,-1.4468214957621,0.307676857205596,-4.70240598822585,2.5711361424915e-06,0.000103716247828177,"CCL5"
"ENSG00000250899",43.0966147168633,1.29515799640475,0.275691091268482,4.69785944277563,2.62902247493746e-06,0.000105711942108245,NA
"ENSG00000136108",346.480813049345,1.30594771534235,0.278097302272356,4.69601001042207,2.65292545284974e-06,0.000106502667021672,"CKAP2"
"ENSG00000160183",61.7298337721133,1.48476525578442,0.316252207524239,4.69487712799797,2.66767025136735e-06,0.000106753536762918,"TMPRSS3"
"ENSG00000047457",2406.05575643434,-2.9532537622795,0.62923126836495,-4.69343135148622,2.68660172066672e-06,0.000107340203246543,"CP"
"ENSG00000117877",41.8536911614021,1.24569186166395,0.2654526382585,4.69270853677065,2.69611477077372e-06,0.000107448827845437,"POLR1G"
"ENSG00000112984",145.111947624823,1.27874482423702,0.272503929859155,4.69257388287188,2.69789053513057e-06,0.000107448827845437,"KIF20A"
"ENSG00000101224",684.690909501743,1.31278323774285,0.280009643115691,4.68835009800161,2.75416549022356e-06,0.000108999894385525,"CDC25B"
"ENSG00000228013",1.77893368943791,-2.42367663843246,0.517216812739369,-4.68599739748557,2.78599802888461e-06,0.000110086346641351,"IL6R-AS1"
"ENSG00000183734",467.744949242865,2.14277878198753,0.457403048545984,4.6846622225171,2.80421995122051e-06,0.00011045901503781,"ASCL2"
"ENSG00000042980",169.160966997203,-1.3920086938919,0.297164556217103,-4.68430256828787,2.8091478834714e-06,0.000110479961595492,"ADAM28"
"ENSG00000203805",10.40259312378,3.17750568611515,0.678417644663636,4.68370142066482,2.817403282656e-06,0.000110631502963169,"PLPP4"
"ENSG00000121895",20.1299088701801,-1.37157740789073,0.292957351715874,-4.68183303766674,2.84321016304187e-06,0.000111470693615297,"TMEM156"
"ENSG00000123610",28.5137842889788,1.92855530872851,0.411995734901183,4.68100794584941,2.85467873341874e-06,0.000111745998831069,"TNFAIP6"
"ENSG00000146858",56.3025665259064,1.19847003096275,0.256406805178997,4.67409603316143,2.95251162741503e-06,0.0001146824879576,"ZC3HAV1L"
"ENSG00000183747",88.0485666891007,-5.5687909547134,1.19193023240707,-4.6720779482767,2.98167754188575e-06,0.000115458456556442,"ACSM2A"
"ENSG00000198467",1234.6112531471,1.75849126623724,0.376502387996917,4.6705979093329,3.00324294847356e-06,0.000116114613135522,"TPM2"
"ENSG00000163638",141.877432387631,1.33405170771877,0.285730115907467,4.66892229221928,3.02783869354736e-06,0.000116484636749567,"ADAMTS9"
"ENSG00000260719",5.87273082883345,-1.96075734536415,0.419975722936751,-4.66873973489044,3.03053002677091e-06,0.000116484636749567,NA
"ENSG00000268756",29.9192899530391,2.56486224359609,0.549702767086658,4.66590746339057,3.07257964899501e-06,0.000117888548334189,NA
"ENSG00000253958",437.776351059601,-1.65751211206117,0.355312818448268,-4.6649375592468,3.08710765712539e-06,0.000118265400200028,"CLDN23"
"ENSG00000170801",247.287508919899,1.72614860069163,0.370055306021961,4.66456924843877,3.0926417576887e-06,0.000118297077644558,"HTRA3"
"ENSG00000113083",154.324820024793,1.33749359476097,0.286812675416755,4.66330015860534,3.11178360918145e-06,0.000118803811137902,"LOX"
"ENSG00000177839",12.0240384714497,2.4258475282708,0.520225981146726,4.66306492982827,3.11534405872735e-06,0.000118803811137902,"PCDHB9"
"ENSG00000163577",57.452339240562,1.16202199480468,0.249631374177388,4.65495172084801,3.24056631132149e-06,0.000122458404798759,"EIF5A2"
"ENSG00000129455",6.67696939558705,5.0207007477356,1.07862510609202,4.65472268295901,3.24417050013166e-06,0.000122458404798759,"KLK8"
"ENSG00000163359",3685.13087617267,1.55058168814452,0.333147300862784,4.65434264101444,3.25015940475001e-06,0.000122458404798759,"COL6A3"
"ENSG00000128059",145.515980518935,1.12242155585468,0.241670671586564,4.6444260219331,3.4102321538935e-06,0.000126778911626476,"PPAT"
"ENSG00000154975",2.3107929156774,-2.02603899641808,0.436312939516888,-4.64354552184823,3.42480489433201e-06,0.000127132602362567,"CA10"
"ENSG00000162004",28.2120055093651,1.75115149529655,0.377336877533587,4.64081726319123,3.47033915795606e-06,0.000128066216414969,"CCDC78"
"ENSG00000205869",8.3039552605792,1.75746719350178,0.378892922903892,4.63842707863818,3.51070757523647e-06,0.000128857549187091,"KRTAP5-1"
"ENSG00000178776",5.34902923021773,3.57339675894307,0.770398098606896,4.63837691890052,3.51155954013121e-06,0.000128857549187091,"C5orf46"
"ENSG00000184489",417.572090941577,1.80006636592139,0.388092807055768,4.63823686807657,3.51393935788077e-06,0.000128857549187091,"PTP4A3"
"ENSG00000276644",215.297286191151,1.77666678873909,0.383250841282556,4.63578053160545,3.55593099653525e-06,0.00012988968295629,"DACH1"
"ENSG00000143786",15.0216769009813,1.35858835187353,0.293406726609796,4.63039265517702,3.64972956477901e-06,0.000132545308804135,"CNIH3"
"ENSG00000213996",10.4512341404134,-1.70963342903136,0.369247269406776,-4.63005029604691,3.65576923157197e-06,0.000132573068627179,"TM6SF2"
"ENSG00000124772",117.463237193133,-1.23697567253385,0.267266744112207,-4.62824387913569,3.68779580186283e-06,0.000133541781407226,"CPNE5"
"ENSG00000131482",263.691767623686,-3.45698347386533,0.747293158644936,-4.62600712166812,3.72782485503895e-06,0.000134797074002854,"G6PC1"
"ENSG00000071282",124.94392526208,1.08583493924183,0.23478002048996,4.62490350318488,3.74772836563542e-06,0.000135322071202276,"LMCD1"
"ENSG00000128311",1207.30144109421,-1.15394054287336,0.249539846516881,-4.62427367404546,3.7591328088104e-06,0.000135539119968743,"TST"
"ENSG00000139193",55.6831368716719,-1.49274379923483,0.323276906107166,-4.61753923968818,3.88317270342646e-06,0.000139761880456457,"CD27"
"ENSG00000183963",806.583707902568,1.23107343230805,0.26683314380989,4.61364512193112,3.95667771520169e-06,0.000141769642125776,"SMTN"
"ENSG00000132464",9.29329710237647,-1.98722152659918,0.430768979632441,-4.61319551908031,3.96524975062187e-06,0.000141769642125776,"ENAM"
"ENSG00000104892",2.12649562995562,3.43217146248036,0.743994522042923,4.61316765217036,3.96578164077914e-06,0.000141769642125776,"KLC3"
"ENSG00000166682",26.8649628116895,3.20065972775698,0.694144253234589,4.61094320502184,4.00846051968354e-06,0.000143091791647965,"TMPRSS5"
"ENSG00000105855",177.896299704871,1.25246258152195,0.271662970261118,4.61035444145405,4.01983017080843e-06,0.000143294116344094,"ITGB8"
"ENSG00000154263",40.1373645330515,-1.7287958045713,0.375236194568353,-4.60722027777727,4.08087627562644e-06,0.000145058701107169,"ABCA10"
"ENSG00000160868",1086.05603819486,-2.76144568228979,0.599421001060174,-4.60685507749264,4.08804703734072e-06,0.000145108347592386,"CYP3A4"
"ENSG00000179520",8.65304226606762,-2.61927478981647,0.568804588365479,-4.60487633783552,4.12711032728145e-06,0.000145671923644537,"SLC17A8"
"ENSG00000183199",75.3577068172997,1.09926294398725,0.238743155270351,4.60437470026085,4.13707009698273e-06,0.000145818665648349,"HSP90AB3P"
"ENSG00000108244",285.155949360661,3.47750348552101,0.755527865673446,4.60274682578558,4.16954964977405e-06,0.000146757636202341,"KRT23"
"ENSG00000155918",5.85097686095039,3.89141873738123,0.845992006605328,4.59982920287408,4.22837482291681e-06,0.000148412412953523,"RAET1L"
"ENSG00000177133",5.38895676942917,-1.56527307773571,0.340504909120016,-4.59691780004265,4.2878668275915e-06,0.000149664418394725,"PRDM16-DT"
"ENSG00000188064",4.0642829041184,3.71110029453027,0.808009524019593,4.59289177195426,4.37145801467364e-06,0.000152370473462917,"WNT7B"
"ENSG00000232679",2.01687737074294,4.33601379058378,0.944390597957324,4.59133519537614,4.40419341327528e-06,0.000153086839099614,"LINC02257"
"ENSG00000183034",206.725567270002,-4.55665896410684,0.99276321371904,-4.58987490787145,4.43511723932203e-06,0.000153948800195307,"OTOP2"
"ENSG00000100196",187.147174700813,1.0528863277336,0.229450268500511,4.5887343458535,4.45941496986729e-06,0.0001545787001486,"KDELR3"
"ENSG00000183019",10.864709260985,3.09697871126867,0.674996451348172,4.58814073034468,4.47211134485242e-06,0.000154805275767887,"MCEMP1"
"ENSG00000100197",272.625382015901,-2.26456526657885,0.494188891354198,-4.58238804270445,4.59695837525072e-06,0.000157607313681345,"CYP2D6"
"ENSG00000275896",7.71771356922452,4.79896390658779,1.04972866830342,4.57162317415215,4.83960672515221e-06,0.000164579372949662,"PRSS2"
"ENSG00000278535",704.044650055669,-1.46582101175198,0.320661772863324,-4.57123715952496,4.84853169034547e-06,0.000164660067446043,"DHRS11"
"ENSG00000175600",45.3232278618251,-1.45255777298918,0.317985158145051,-4.56800493916948,4.92388432650902e-06,0.000166768378719,"SUGCT"
"ENSG00000229807",35.7166247187823,-5.44082223453099,1.1915524419433,-4.56616263205132,4.96733444227419e-06,0.000168013569137002,"XIST"
"ENSG00000184497",59.4641499129375,1.34491647234464,0.29456324484752,4.56579867267836,4.97596161313852e-06,0.000168079154972828,"TMEM255B"
"ENSG00000170858",1.98775945394011,-2.57896799988179,0.564951879919841,-4.56493392012027,4.99651700410048e-06,0.000168546938026912,"LILRP2"
"ENSG00000204366",72.1247988455784,1.16458357272329,0.255218822575989,4.56307869838459,5.04089081614862e-06,0.000169815854022293,"ZBTB12"
"ENSG00000235105",6.23782708472939,-1.06574986912499,0.234013741496574,-4.55421917665714,5.25805129464394e-06,0.000175718200911831,NA
"ENSG00000171227",381.4206399159,-1.51595372013148,0.333142176724715,-4.55047071804469,5.35260360326066e-06,0.000178167259806018,"TMEM37"
"ENSG00000248810",8.26132996440637,4.31256385923447,0.948722409370346,4.54565404657898,5.47649255820366e-06,0.00018180942467664,"LINC02432"
"ENSG00000104341",785.583217191467,1.20693218040896,0.265547666248508,4.54506792494072,5.49175413431222e-06,0.000181835669498551,"LAPTM4B"
"ENSG00000074181",601.64484946744,1.33585741984199,0.294077918346313,4.54252882145628,5.55833942645671e-06,0.000183556672964893,"NOTCH3"
"ENSG00000129596",141.012727343503,-3.02393852975763,0.666053082517797,-4.54008638219437,5.62311858688011e-06,0.00018520916540876,"CDO1"
"ENSG00000163518",5.65175313532433,-2.56983201091392,0.566170201162113,-4.53897433252247,5.65285157518468e-06,0.000185944781329799,"FCRL4"
"ENSG00000118515",660.606133993474,-1.2647542526658,0.278762484200545,-4.53703178995896,5.70515093387086e-06,0.000187175128092831,"SGK1"
"ENSG00000182481",659.336233398655,1.06104971581664,0.233916673559234,4.53601575155758,5.73269004538935e-06,0.000187588845743073,"KPNA2"
"ENSG00000197992",5.07081165015838,-1.69617240741689,0.374233405761689,-4.53239176755111,5.83195593630332e-06,0.000190496569704683,"CLEC9A"
"ENSG00000167705",179.758978120065,-1.0945394864391,0.241556963998929,-4.53118580528256,5.86535217895678e-06,0.000191183094175568,"RILP"
"ENSG00000148735",170.395777090509,1.68178653938881,0.371230557724655,4.53030200341482,5.88994309982695e-06,0.000191444068898314,"PLEKHS1"
"ENSG00000111110",283.454395772143,1.28506879732647,0.284054933908764,4.52401505456415,6.06774055534825e-06,0.000196252751475491,"PPM1H"
"ENSG00000155850",8566.1578849177,-2.32824324079866,0.51490508129983,-4.52169404683524,6.13466862038029e-06,0.000197907099503264,"SLC26A2"
"ENSG00000212993",18.048752189204,2.30824651675833,0.510535117655676,4.52122966066969,6.1481441027431e-06,0.000197907099503264,"POU5F1B"
"ENSG00000167315",1137.91776531778,-1.02393638731931,0.226653057807234,-4.51763764947817,6.25333761556873e-06,0.000200194430085169,"ACAA2"
"ENSG00000095777",3.68204825142618,-2.40691035557261,0.532870112417711,-4.51688000411977,6.27574445283927e-06,0.00020065614992914,"MYO3A"
"ENSG00000274736",8.09067884975481,-1.7831048403694,0.394821344495886,-4.51623212682713,6.2949658911449e-06,0.000200759883008074,"CCL23"
"ENSG00000115386",79.7865435450517,2.97989073540621,0.660107200489488,4.51425273530804,6.35404070951676e-06,0.000202130882368184,"REG1A"
"ENSG00000103257",672.353571806339,1.82625146792024,0.40472916182127,4.5122804092054,6.41343204673735e-06,0.000203762276569604,"SLC7A5"
"ENSG00000113361",53.3717311621276,1.26862081880503,0.281248136495444,4.51068168704324,6.46196268445915e-06,0.000205044929574675,"CDH6"
"ENSG00000184916",219.639957096607,1.29147878429232,0.286373057634537,4.50977754318102,6.4895641116718e-06,0.000205486390375376,"JAG2"
"ENSG00000111846",95.1450333346109,-1.88447026910874,0.417871311892295,-4.50969046086241,6.49222848108107e-06,0.000205486390375376,"GCNT2"
"ENSG00000118804",105.996185192336,-1.00723165894185,0.22354286170734,-4.50576525346853,6.61341678658983e-06,0.000209058839325521,"STBD1"
"ENSG00000168005",144.449644949272,1.12773766164749,0.250317197010695,4.50523445897848,6.62996990648949e-06,0.000209318811206014,"SPINDOC"
"ENSG00000169764",2185.83955127863,-1.10605490788959,0.245532815613058,-4.50471316890142,6.646265199101e-06,0.000209453776878828,"UGP2"
"ENSG00000063438",28.3885348023278,-1.24768940552277,0.27698334755699,-4.50456468422185,6.65091376981834e-06,0.000209453776878828,"AHRR"
"ENSG00000141756",658.941113523897,1.48185481638706,0.329733500787584,4.49409845480539,6.98653008194478e-06,0.000218954620646742,"FKBP10"
"ENSG00000139734",105.022919945653,1.5239729012753,0.339470607802838,4.48926318286857,7.14699526106575e-06,0.000223675140605035,"DIAPH3"
"ENSG00000118257",337.457828984472,1.38208177179171,0.308215208141703,4.48414528317593,7.32067739029406e-06,0.000228541544714882,"NRP2"
"ENSG00000278709",29.8776595677486,1.67470294351596,0.373590208578263,4.48272707651846,7.36951564789237e-06,0.000229780766435711,"NKILA"
"ENSG00000165471",105.43797170083,-6.09347270315843,1.36023006799508,-4.47973680815625,7.47351343182859e-06,0.000231872674142326,"MBL2"
"ENSG00000203497",17.3038840196548,-1.21244259112576,0.270829020588982,-4.47678239388458,7.57764154760693e-06,0.000234813452198409,NA
"ENSG00000163817",104.091742916128,2.76247987568097,0.617112018220568,4.47646423034595,7.58893757821473e-06,0.00023487387965285,"SLC6A20"
"ENSG00000006625",347.912837273498,1.01324861406824,0.226377446190907,4.47592563268761,7.60809657586842e-06,0.000235177214081364,"GGCT"
"ENSG00000171791",222.118422622124,-1.16268479833906,0.259848446161568,-4.47447277639724,7.66000849361513e-06,0.000235827423716905,"BCL2"
"ENSG00000124787",54.0379289340694,1.0770121534613,0.240823105322535,4.47221271405355,7.74143639570819e-06,0.000237836232347852,"RPP40"
"ENSG00000146670",218.116005493239,1.29046986225452,0.288802949664544,4.46834031215211,7.88288267246349e-06,0.000241886110429402,"CDCA5"
"ENSG00000186193",331.87182570772,1.50991114289934,0.338062745405197,4.46636360681974,7.95603449278496e-06,0.000243657118813529,"SAPCD2"
"ENSG00000088826",135.30739430583,1.49679822352075,0.335176011201071,4.46570808619961,7.98043626921629e-06,0.00024398581980739,"SMOX"
"ENSG00000134297",25.998770355652,1.1722162026531,0.262597477693631,4.46392788288967,8.04706590530337e-06,0.000245425556393961,NA
"ENSG00000165702",6.81339363977675,-1.8697952721689,0.4188920732773,-4.46366830849798,8.05682559488352e-06,0.000245425556393961,"GFI1B"
"ENSG00000137309",1888.23449661329,1.16061473243775,0.260106752654245,4.46207074823827,8.11714154799999e-06,0.00024673413506928,"HMGA1"
"ENSG00000158296",62.2678169692979,2.60532974460426,0.583891423882908,4.46201063766048,8.11941943027714e-06,0.00024673413506928,"SLC13A3"
"ENSG00000088002",70.2934334884425,1.91321419272034,0.428916688570651,4.46057298235714,8.17408160965131e-06,0.000247795952873519,"SULT2B1"
"ENSG00000183134",41.1300467753007,-1.71185530943084,0.383876080476112,-4.45939561357319,8.21910906542284e-06,0.000248860758943544,"PTGDR2"
"ENSG00000111796",43.4509827714926,-1.4375002044774,0.322372126715896,-4.45913304950295,8.22918288483157e-06,0.000248865938722867,"KLRB1"
"ENSG00000175065",7.85305430639125,1.74967335543527,0.392513945244772,4.45760813502862,8.28792313539582e-06,0.000250341101340904,"DSG4"
"ENSG00000136573",23.1257870029693,-1.93102413961853,0.433486050158785,-4.45463963352731,8.40342230882077e-06,0.000252917851548473,"BLK"
"ENSG00000175189",89.0411779627516,-5.29546311464749,1.18889521748518,-4.45410414371822,8.42442040025368e-06,0.000253246541960257,"INHBC"
"ENSG00000101230",21.1432874777865,2.4047827533819,0.540033318632791,4.45302663818988,8.46682455914038e-06,0.000254045418948581,"ISM1"
"ENSG00000163032",124.584958986212,1.57399418904889,0.353662314947568,4.4505567105227,8.56479720330209e-06,0.000256545790841698,"VSNL1"
